Approved Symbol	Previous Symbols
MAGEC2	MAGEE1
MAGEL2	NDNL1
MAGI1	BAIAP1
MAGI2-IT1	MAGI2-IT
MAGOH3P	MAGOHP
MAK16	RBM13
MALSU1	C7orf30
MALT1	MLT
MAML3	TNRC3
MAMLD1	CXorf6
MAN2A1	MANA2
MAN2B1	MANB
MAN2C1	MANA1, MANA
MANF	ARMET
MAP1A	MAP1L
MAP1S	C19orf5, VCY2IP1, BPY2IP1
MAP2K1	PRKMK1
MAP2K2	PRKMK2
MAP2K3	PRKMK3
MAP2K4	SERK1
MAP2K5	PRKMK5
MAP2K6	PRKMK6
MAP2K7	PRKMK7
MAP3K1	MEKK1
MAP3K2	MEKK2
MAP3K3	MEKK3
MAP3K4	MEKK4
MAP3K5	MEKK5
MAP3K7	TAK1
MAP3K8	COT, ESTF
MAP3K9	MLK1
MAP3K10	MLK2
MAP3K11	MLK3, PTK1
MAP3K12	ZPK
MAP4K2	RAB8IP
MAP4K3	RAB8IPL1
MAP7D1	PARCC1, RPRC1
MAPK1	PRKM2, PRKM1
MAPK1IP1L	C14orf32
MAPK3	PRKM3
MAPK4	PRKM4
MAPK6	PRKM6
MAPK7	PRKM7
MAPK8	PRKM8
MAPK8IP1	PRKM8IP
MAPK8IP2	PRKM8IPL
MAPK8IPP	PRKM8IPP
MAPK9	PRKM9
MAPK10	PRKM10
MAPK11	PRKM11
MAPK12	SAPK3
MAPK13	PRKM13
MAPK14	CSPB1, CSBP1, CSBP2
MAPRE1P1	MAPRE1P
MAPT	DDPAC, MAPTL
MARC1	MOSC1
MARC2	MOSC2
MARCH5	RNF153
MARCH7	AXOT
MARCH8	MIR
MARCH10	RNF190
MARCKS	MACS
MARCKSL1	MLP
MARCKSP1	MACSL1
MARK2	EMK1
MARK4	MARKL1
MARVELD1	MRVLDC1
MARVELD2	MRVLDC2, DFNB49
MARVELD3	MRVLDC3
MAS1LP1	MAS1LP
MASP1	CRARF, PRSS5
MASP2	MASP1P1
MATN1	CRTM, CMP
MATR3	MPD2
MAU2	KIAA0892
MB21D1	C6orf150
MB21D2	C3orf59
MBD3L1	MBD3L
MBL1P	MBL1P1
MBL2	MBL
MBL3P	COLEC2
MBNL1	MBNL
MBOAT1	OACT1
MBOAT2	OACT2
MBOAT4	OACT4
MBOAT7	LENG4
MBS1	MBS
MCFD2P1	C6orf44, MCFD2L
MCHR1	GPR24
MCHR2	GPR145
MCM2	CCNL1, CDCL1
MCM3AP-AS1	C21orf85, MCM3APAS, MCM3AP-AS
MCM4	CDC21
MCM5	CDC46
MCM7	MCM2
MCM8	C20orf154
MCM9	MCMDC1, C6orf61
MCMBP	C10orf119
MCS	MRXS4
MCU	C10orf42, CCDC109A
MDGA2	MAMDC1
MDK	NEGF2
MEA1	MEA
MEAF6	C1orf149
MECOM	MDS1, EVI1
MECP2	RTT, MRX16, MRX79
MED1	TRIP2, PPARGBP, PPARBP
MED4	VDRIP
MED4-AS1	MED4-AS
MED7	CRSP9
MED12	TNRC11, FGS1
MED13	THRAP1
MED13L	THRAP2
MED14	CXorf4, CRSP2
MED14P1	CXorf4P, CRSP2P, MED14P
MED15	TNRC7, PCQAP
MED15P1	PCQAPP, MED15P
MED16	THRAP5
MED17	CRSP6
MED20	TRFP
MED21	SURB7
MED22	SURF5
MED23	CRSP3
MED24	THRAP4, CRSP4
MED26	CRSP7
MED27	CRSP8
MED29	IXL
MED30	THRAP6
MEF2AP1	MEF2AP
MEFV	MEF
MEGF6	EGFL3
MEGF8	EGFL4, C19orf49
MEGF9	EGFL5
MEIS3P1	MEIS3, MEIS4
MEMO1	C2orf4
MEMO1P1	MEMO1P, C21orf19
MEOX2	GAX
MEP1AP1	MEP1AL1
MEP1AP2	MEP1AL2
MEPCE	BCDIN3
METRN	C16orf23
METTL1	C12orf1
METTL2B	METTL2
METTL10	C10orf138
METTL11A	C9orf32
METTL11B	C1orf184
METTL13	KIAA0859
METTL15	METT5D1
METTL15P1	METT5D2
METTL16	METT10D
METTL17	METT11D1
METTL18	C1orf156
METTL19	C4orf23
METTL20	C12orf72
METTL21A	FAM119A
METTL21B	FAM119B
METTL21C	C13orf39
METTL21D	C14orf138
METTL22	C16orf68
METTL23	C17orf95
METTL24	C6orf186
MEX3A	RKHD4
MEX3B	RKHD3
MEX3C	RKHD2
MEX3D	RKHD1
MFF	C2orf33
MFGE8	SPAG10
MFSD2A	MFSD2
MFSD8	CLN7
MFSD12	C19orf28
MGAT1	MGAT, GLYT1
MGST1	GST12
MIAT	C22orf35
MIB2	ZZANK1
MICAL1	NICAL
MICU1	CBARA1
MIEN1	C17orf37
MIER2	KIAA1193
MIF	GLIF
MIF4GD	MIFD
MILR1	C17orf60
MINOS1	C1orf151
MIOX	ALDRL6
MIR1-1	MIRN1-1
MIR1-2	MIRN1-2
MIR7-1	MIRN7-1
MIR7-2	MIRN7-2
MIR7-3	MIRN7-3
MIR7-3HG	C19orf30, NCRNA00306, LINC00306
MIR9-1	MIRN9-1
MIR9-2	MIRN9-2
MIR9-3	MIRN9-3
MIR10A	MIRN10A
MIR10B	MIRN10B
MIR15A	MIRN15A
MIR15B	MIRN15B
MIR16-1	MIRN16-1
MIR16-2	MIRN16-2
MIR17	MIRN17
MIR17HG	C13orf25, MIRHG1
MIR18A	MIRN18, MIRN18A
MIR18B	MIRN18B
MIR19A	MIRN19A
MIR19B1	MIRN19B1
MIR19B2	MIRN19B2
MIR20A	MIRN20, MIRN20A
MIR20B	MIRN20B
MIR21	MIRN21
MIR22	MIRN22
MIR22HG	C17orf91
MIR23A	MIRN23A
MIR23B	MIRN23B
MIR24-1	MIRN24-1
MIR24-2	MIRN24-2
MIR25	MIRN25
MIR26A1	MIRN26A1
MIR26A2	MIRN26A2
MIR26B	MIRN26B
MIR27A	MIRN27A
MIR27B	MIRN27B
MIR28	MIRN28
MIR29A	MIRN29, MIRN29A
MIR29B1	MIRN29B1
MIR29B2	MIRN29B2
MIR29C	MIRN29C
MIR30A	MIRN30A
MIR30B	MIRN30B
MIR30C1	MIRN30C1
MIR30C2	MIRN30C2
MIR30D	MIRN30D
MIR30E	MIRN30E
MIR31	MIRN31
MIR32	MIRN32
MIR33A	MIRN33, MIRN33A
MIR33B	MIRN33B
MIR34A	MIRN34A
MIR34B	MIRN34B
MIR34C	MIRN34C
MIR92A1	MIRN92-1, MIRN92A1
MIR92A2	MIRN92-2, MIRN92A2
MIR92B	MIRN92B
MIR93	MIRN93
MIR95	MIRN95
MIR96	MIRN96, DFNA50
MIR98	MIRN98
MIR99A	MIRN99A
MIR99B	MIRN99B
MIR100	MIRN100
MIR101-1	MIRN101-1
MIR101-2	MIRN101-2
MIR103A1	MIRN103-1, MIR103-1
MIR103A2	MIRN103-2, MIR103-2
MIR103B1	MIRN103-1AS, MIR103-1AS
MIR103B2	MIRN103-2AS, MIR103-2AS
MIR105-1	MIRN105-1
MIR105-2	MIRN105-2
MIR106A	MIRN106A
MIR106B	MIRN106B
MIR107	MIRN107
MIR122	MIRN122A, MIRN122
MIR124-1	MIRN124A1, MIRN124-1
MIR124-2	MIRN124A2, MIRN124-2
MIR124-3	MIRN124A3, MIRN124-3
MIR125A	MIRN125A
MIR125B1	MIRN125B1
MIR125B2	MIRN125B2
MIR126	MIRN126
MIR127	MIRN127
MIR128-1	MIRN128A, MIRN128-1
MIR128-2	MIRN128B, MIRN128-2
MIR129-1	MIRN129-1
MIR129-2	MIRN129-2
MIR130A	MIRN130A
MIR130B	MIRN130B
MIR132	MIRN132
MIR133A1	MIRN133A1
MIR133A2	MIRN133A2
MIR133B	MIRN133B
MIR134	MIRN134
MIR135A1	MIRN135-1, MIRN135A1
MIR135A2	MIRN135-2, MIRN135A2
MIR135B	MIRN135B
MIR136	MIRN136
MIR137	MIRN137
MIR138-1	MIRN138-1
MIR138-2	MIRN138-2
MIR139	MIRN139
MIR140	MIRN140
MIR141	MIRN141
MIR142	MIRN142
MIR143	MIRN143
MIR144	MIRN144
MIR145	MIRN145
MIR146A	MIRN146, MIRN146A
MIR146B	MIRN146B
MIR147A	MIRN147, MIR147
MIR147B	MIRN147B
MIR148A	MIRN148, MIRN148A
MIR148B	MIRN148B
MIR149	MIRN149
MIR150	MIRN150
MIR151A	MIRN151, MIR151
MIR152	MIRN152
MIR153-1	MIRN153-1
MIR153-2	MIRN153-2
MIR154	MIRN154
MIR155	MIRN155
MIR155HG	MIRHG2
MIR181A1	MIRN213, MIRN181A1
MIR181A2	MIRN181A, MIRN181A2
MIR181B1	MIRN181B1
MIR181B2	MIRN181B2
MIR181C	MIRN181C
MIR181D	MIRN181D
MIR182	MIRN182
MIR183	MIRN183
MIR184	MIRN184
MIR185	MIRN185
MIR186	MIRN186
MIR187	MIRN187
MIR188	MIRN188
MIR190A	MIRN190, MIR190
MIR190B	MIRN190B
MIR191	MIRN191
MIR192	MIRN192
MIR193A	MIRN193, MIRN193A
MIR193B	MIRN193B
MIR194-1	MIRN194-1
MIR194-2	MIRN194-2
MIR195	MIRN195
MIR196A1	MIRN196-1, MIRN196A1
MIR196A2	MIRN196-2, MIRN196A2
MIR196B	MIRN196B
MIR197	MIRN197
MIR198	MIRN198
MIR199A1	MIRN199A1
MIR199A2	MIRN199A2
MIR199B	MIRN199B
MIR200A	MIRN200A
MIR200B	MIRN200B
MIR200C	MIRN200C
MIR202	MIRN202
MIR203	MIRN203
MIR204	MIRN204
MIR205	MIRN205
MIR206	MIRN206
MIR208A	MIRN208, MIRN208A
MIR208B	MIRN208B
MIR210	MIRN210
MIR211	MIRN211
MIR212	MIRN212
MIR214	MIRN214
MIR215	MIRN215
MIR216A	MIRN216, MIRN216A
MIR216B	MIRN216B
MIR217	MIRN217
MIR218-1	MIRN218-1
MIR218-2	MIRN218-2
MIR219-1	MIRN219-1
MIR219-2	MIRN219-2
MIR221	MIRN221
MIR222	MIRN222
MIR223	MIRN223
MIR224	MIRN224
MIR296	MIRN296
MIR297	MIRN297
MIR298	MIRN298
MIR299	MIRN299
MIR300	MIRN300
MIR301A	MIRN301, MIRN301A
MIR301B	MIRN301B
MIR302A	MIRN302, MIRN302A
MIR302B	MIRN302B
MIR302C	MIRN302C
MIR302D	MIRN302D
MIR302E	MIRN302E
MIR302F	MIRN302F
MIR320A	MIRN320, MIRN320A
MIR320B1	MIRN320B1
MIR320B2	MIRN320B2
MIR320C1	MIRN320C1
MIR320C2	MIRN320C2
MIR320D1	MIRN320D1
MIR320D2	MIRN320D2
MIR323A	MIRN323, MIR323
MIR323B	MIR453, MIRN453
MIR324	MIRN324
MIR325	MIRN325
MIR326	MIRN326
MIR328	MIRN328
MIR329-1	MIRN329-1
MIR329-2	MIRN329-2
MIR330	MIRN330
MIR331	MIRN331
MIR335	MIRN335
MIR337	MIRN337
MIR338	MIRN338
MIR339	MIRN339
MIR340	MIRN340
MIR342	MIRN342
MIR345	MIRN345
MIR346	MIRN346
MIR361	MIRN361
MIR362	MIRN362
MIR363	MIRN363
MIR365A	MIRN365-1, MIR365-1
MIR365B	MIRN365-2, MIR365-2
MIR367	MIRN367
MIR369	MIRN369
MIR370	MIRN370
MIR371A	MIRN371, MIR371
MIR372	MIRN372
MIR373	MIRN373
MIR374A	MIRN374, MIRN374A
MIR374B	MIRN374B
MIR375	MIRN375
MIR376A1	MIRN376A, MIRN376A1
MIR376A2	MIRN376A2
MIR376B	MIRN376B
MIR376C	MIRN368, MIRN376C
MIR377	MIRN377
MIR378A	MIRN378, MIR378
MIR379	MIRN379
MIR380	MIRN380
MIR381	MIRN381
MIR382	MIRN382
MIR383	MIRN383
MIR384	MIRN384
MIR409	MIRN409
MIR410	MIRN410
MIR411	MIRN411
MIR412	MIRN412
MIR421	MIRN421
MIR422A	MIRN422A
MIR423	MIRN423
MIR424	MIRN424
MIR425	MIRN425
MIR429	MIRN429
MIR431	MIRN431
MIR432	MIRN432
MIR433	MIRN433
MIR448	MIRN448
MIR449A	MIRN449, MIRN449A
MIR449B	MIRN449B
MIR450A1	MIRN450, MIRN450-1, MIRN450A1
MIR450A2	MIRN450-2, MIRN450A2
MIR450B	MIRN450B
MIR451A	MIRN451, MIR451
MIR452	MIRN452
MIR454	MIRN454
MIR455	MIRN455
MIR483	MIRN483
MIR484	MIRN484
MIR485	MIRN485
MIR486	MIRN486
MIR487A	MIRN487, MIRN487A
MIR487B	MIRN487B
MIR488	MIRN488
MIR489	MIRN489
MIR490	MIRN490
MIR491	MIRN491
MIR492	MIRN492
MIR493	MIRN493
MIR494	MIRN494
MIR495	MIRN495
MIR496	MIRN496
MIR497	MIRN497
MIR498	MIRN498
MIR499A	MIRN499, MIR499
MIR499B	MIR499A
MIR500A	MIRN500, MIR500
MIR501	MIRN501
MIR502	MIRN502
MIR503	MIRN503
MIR504	MIRN504
MIR505	MIRN505
MIR506	MIRN506
MIR507	MIRN507
MIR508	MIRN508
MIR509-1	MIRN509, MIRN509-1
MIR509-2	MIRN509-2
MIR509-3	MIRN509-3
MIR510	MIRN510
MIR511-1	MIRN511-1
MIR511-2	MIRN511-2
MIR512-1	MIRN512-1
MIR512-2	MIRN512-2
MIR513A1	MIRN513-1, MIRN513A1
MIR513A2	MIRN513-2, MIRN513A-2, MIRN513A2
MIR513B	MIRN513B
MIR513C	MIRN513C
MIR514A1	MIRN514-1, MIR514-1
MIR514A2	MIRN514-2, MIR514-2
MIR514A3	MIRN514-3, MIR514-3
MIR515-1	MIRN515-1
MIR515-2	MIRN515-2
MIR516A1	MIRN516-1, MIRN516A1
MIR516A2	MIRN516-2, MIRN516A2
MIR516B1	MIRN516-4, MIRN516B1
MIR516B2	MIRN516-3, MIRN516B2
MIR517A	MIRN517A
MIR517B	MIRN517B
MIR517C	MIRN517C
MIR518A1	MIRN518A-1, MIRN518A1
MIR518A2	MIRN518A-2, MIRN518A2
MIR518B	MIRN518B
MIR518C	MIRN518C
MIR518D	MIRN518D
MIR518E	MIRN518E
MIR518F	MIRN518F
MIR519A1	MIRN519A-1, MIRN519A1
MIR519A2	MIRN519A-2, MIRN519A2
MIR519B	MIRN519B
MIR519C	MIRN519C
MIR519D	MIRN519D
MIR519E	MIRN519E
MIR520A	MIRN520A
MIR520B	MIRN520B
MIR520C	MIRN520C
MIR520D	MIRN520D
MIR520E	MIRN520E
MIR520F	MIRN520F
MIR520G	MIRN520G
MIR520H	MIRN520H
MIR521-1	MIRN521-1
MIR521-2	MIRN521-2
MIR522	MIRN522
MIR523	MIRN523
MIR524	MIRN524
MIR525	MIRN525
MIR526A1	MIRN526A-1, MIRN526A1
MIR526A2	MIRN526A-2, MIRN526A2
MIR526B	MIRN526B
MIR527	MIRN527
MIR532	MIRN532
MIR539	MIRN539
MIR541	MIRN541
MIR542	MIRN542
MIR543	MIRN543
MIR544A	MIRN544, MIR544
MIR545	MIRN545
MIR548A1	MIRN548A1
MIR548A2	MIRN548A2
MIR548A3	MIRN548A3
MIR548B	MIRN548B
MIR548C	MIRN548C
MIR548D1	MIRN548D1
MIR548D2	MIRN548D2
MIR548E	MIRN548E
MIR548F1	MIRN548F1
MIR548F2	MIRN548F2
MIR548F3	MIRN548F3
MIR548F4	MIRN548F4
MIR548F5	MIRN548F5
MIR548G	MIRN548G
MIR548H1	MIRN548H1
MIR548H2	MIRN548H2
MIR548H3	MIRN548H3
MIR548H4	MIRN548H4
MIR548I1	MIRN548I1
MIR548I2	MIRN548I2
MIR548I3	MIRN548I3
MIR548I4	MIRN548I4
MIR548J	MIRN548J
MIR548K	MIRN548K
MIR548L	MIRN548L
MIR548M	MIRN548M
MIR548N	MIRN548N
MIR548O	MIRN548O
MIR548P	MIRN548P
MIR549	MIRN549
MIR550A1	MIRN550-1, MIR550-1
MIR550A2	MIRN550-2, MIR550-2
MIR551A	MIRN551A
MIR551B	MIRN551B
MIR552	MIRN552
MIR553	MIRN553
MIR554	MIRN554
MIR555	MIRN555
MIR556	MIRN556
MIR557	MIRN557
MIR558	MIRN558
MIR559	MIRN559
MIR561	MIRN561
MIR562	MIRN562
MIR563	MIRN563
MIR564	MIRN564
MIR566	MIRN566
MIR567	MIRN567
MIR568	MIRN568
MIR569	MIRN569
MIR570	MIRN570
MIR571	MIRN571
MIR572	MIRN572
MIR573	MIRN573
MIR574	MIRN574
MIR575	MIRN575
MIR576	MIRN576
MIR577	MIRN577
MIR578	MIRN578
MIR579	MIRN579
MIR580	MIRN580
MIR581	MIRN581
MIR582	MIRN582
MIR583	MIRN583
MIR584	MIRN584
MIR585	MIRN585
MIR586	MIRN586
MIR587	MIRN587
MIR588	MIRN588
MIR589	MIRN589
MIR590	MIRN590
MIR591	MIRN591
MIR592	MIRN592
MIR593	MIRN593
MIR595	MIRN595
MIR596	MIRN596
MIR597	MIRN597
MIR598	MIRN598
MIR599	MIRN599
MIR600	MIRN600
MIR600HG	C9orf45, NCRNA00287
MIR601	MIRN601
MIR602	MIRN602
MIR603	MIRN603
MIR604	MIRN604
MIR605	MIRN605
MIR606	MIRN606
MIR607	MIRN607
MIR608	MIRN608
MIR609	MIRN609
MIR610	MIRN610
MIR611	MIRN611
MIR612	MIRN612
MIR613	MIRN613
MIR614	MIRN614
MIR615	MIRN615
MIR616	MIRN616
MIR617	MIRN617
MIR618	MIRN618
MIR619	MIRN619
MIR620	MIRN620
MIR621	MIRN621
MIR622	MIRN622
MIR623	MIRN623
MIR624	MIRN624
MIR625	MIRN625
MIR626	MIRN626
MIR627	MIRN627
MIR628	MIRN628
MIR629	MIRN629
MIR630	MIRN630
MIR631	MIRN631
MIR632	MIRN632
MIR633	MIRN633
MIR634	MIRN634
MIR635	MIRN635
MIR636	MIRN636
MIR637	MIRN637
MIR638	MIRN638
MIR639	MIRN639
MIR640	MIRN640
MIR641	MIRN641
MIR642A	MIRN642, MIR642
MIR643	MIRN643
MIR644A	MIRN644, MIR644
MIR645	MIRN645
MIR646	MIRN646
MIR647	MIRN647
MIR648	MIRN648
MIR649	MIRN649
MIR650	MIRN650
MIR651	MIRN651
MIR652	MIRN652
MIR653	MIRN653
MIR654	MIRN654
MIR655	MIRN655
MIR656	MIRN656
MIR657	MIRN657
MIR658	MIRN658
MIR659	MIRN659
MIR660	MIRN660
MIR661	MIRN661
MIR662	MIRN662
MIR663A	MIRN663, MIR663
MIR663B	MIRN663B
MIR664	MIRN664
MIR665	MIRN665
MIR668	MIRN668
MIR671	MIRN671
MIR675	MIRN675
MIR708	MIRN708
MIR720	MIRN720
MIR744	MIRN744
MIR758	MIRN758
MIR760	MIRN760
MIR765	MIRN765
MIR766	MIRN766
MIR767	MIRN767
MIR769	MIRN769
MIR770	MIRN770
MIR802	MIRN802
MIR873	MIRN873
MIR874	MIRN874
MIR875	MIRN875
MIR876	MIRN876
MIR877	MIRN877
MIR885	MIRN885
MIR887	MIRN887
MIR888	MIRN888
MIR889	MIRN889
MIR890	MIRN890
MIR891A	MIRN891A
MIR891B	MIRN891B
MIR892A	MIRN892A
MIR892B	MIRN892B
MIR920	MIRN920
MIR921	MIRN921
MIR922	MIRN922
MIR924	MIRN924
MIR933	MIRN933
MIR934	MIRN934
MIR935	MIRN935
MIR936	MIRN936
MIR937	MIRN937
MIR938	MIRN938
MIR939	MIRN939
MIR940	MIRN940
MIR941-1	MIRN941-1
MIR941-2	MIRN941-2
MIR941-3	MIRN941-3
MIR941-4	MIRN941-4
MIR942	MIRN942
MIR943	MIRN943
MIR944	MIRN944
MIR1178	MIRN1178
MIR1179	MIRN1179
MIR1180	MIRN1180
MIR1181	MIRN1181
MIR1182	MIRN1182
MIR1183	MIRN1183
MIR1184-1	MIRN1184, MIR1184
MIR1185-1	MIRN1185-1
MIR1185-2	MIRN1185-2
MIR1197	MIRN1197
MIR1200	MIRN1200
MIR1202	MIRN1202
MIR1203	MIRN1203
MIR1205	MIRN1205
MIR1206	MIRN1206
MIR1207	MIRN1207
MIR1208	MIRN1208
MIR1224	MIRN1224
MIR1225	MIRN1225
MIR1226	MIRN1226
MIR1227	MIRN1227
MIR1228	MIRN1228
MIR1229	MIRN1229
MIR1231	MIRN1231
MIR1233-1	MIRN1233, MIR1233
MIR1234	MIRN1234
MIR1236	MIRN1236
MIR1237	MIRN1237
MIR1238	MIRN1238
MIR1243	MIRN1243
MIR1244-1	MIRN1244, MIR1244
MIR1245A	MIRN1245, MIR1245
MIR1246	MIRN1246
MIR1247	MIRN1247
MIR1248	MIRN1248
MIR1249	MIRN1249
MIR1250	MIRN1250
MIR1251	MIRN1251
MIR1252	MIRN1252
MIR1253	MIRN1253
MIR1254-1	MIRN1254, MIR1254
MIR1255A	MIRN1255A
MIR1255B1	MIRN1255B1
MIR1255B2	MIRN1255B2
MIR1256	MIRN1256
MIR1257	MIRN1257
MIR1258	MIRN1258
MIR1260A	MIRN1260, MIR1260
MIR1261	MIRN1261
MIR1262	MIRN1262
MIR1263	MIRN1263
MIR1264	MIRN1264
MIR1265	MIRN1265
MIR1266	MIRN1266
MIR1267	MIRN1267
MIR1268A	MIRN1268, MIR1268
MIR1269A	MIRN1269, MIR1269
MIR1270-1	MIRN1270, MIR1270
MIR1271	MIRN1271
MIR1272	MIRN1272
MIR1273A	MIRN1273, MIR1273
MIR1275	MIRN1275
MIR1276	MIRN1276
MIR1277	MIRN1277
MIR1278	MIRN1278
MIR1279	MIRN1279
MIR1280	MIRN1280
MIR1281	MIRN1281
MIR1282	MIRN1282
MIR1283-1	MIRN1283-1
MIR1283-2	MIRN1283-2
MIR1284	MIRN1284
MIR1285-1	MIRN1285-1
MIR1285-2	MIRN1285-2
MIR1286	MIRN1286
MIR1287	MIRN1287
MIR1288	MIRN1288
MIR1289-1	MIRN1289-1
MIR1289-2	MIRN1289-2
MIR1290	MIRN1290
MIR1291	MIRN1291
MIR1292	MIRN1292
MIR1293	MIRN1293
MIR1294	MIRN1294
MIR1295A	MIRN1295, MIR1295
MIR1296	MIRN1296
MIR1297	MIRN1297
MIR1298	MIRN1298
MIR1299	MIRN1299
MIR1301	MIRN1301
MIR1302-1	MIRN1302-1
MIR1302-2	MIRN1302-2
MIR1302-3	MIRN1302-3
MIR1302-4	MIRN1302-4
MIR1302-5	MIRN1302-5
MIR1302-6	MIRN1302-6
MIR1302-7	MIRN1302-7
MIR1302-8	MIRN1302-8
MIR1303	MIRN1303
MIR1304	MIRN1304
MIR1305	MIRN1305
MIR1306	MIRN1306
MIR1307	MIRN1307
MIR1321	MIRN1321
MIR1322	MIRN1322
MIR1323	MIRN1323
MIR1324	MIRN1324
MIR1468	MIRN1468
MIR1469	MIRN1469
MIR1470	MIRN1470
MIR1471	MIRN1471
MIR1537	MIRN1537
MIR1538	MIRN1538
MIR1539	MIRN1539
MIR1825	MIRN1825
MIR1827	MIRN1827
MIR1908	MIRN1908
MIR1909	MIRN1909
MIR1910	MIRN1910
MIR1911	MIRN1911
MIR1912	MIRN1912
MIR1913	MIRN1913
MIR1914	MIRN1914
MIR1915	MIRN1915
MIR1972-1	MIR1972
MIR3130-1	MIR3130-3
MIR3130-2	MIR3130-4
MIR3135A	MIR3135
MIR3150A	MIR3150
MIR3155A	MIR3155
MIR3198-1	MIR3198
MIR3670-1	MIR3670
MIR3680-1	MIR3680
MIR3688-1	MIR3688
MIR4436B1	MIR4436B
MIR4444-1	MIR4444
MIR4482-1	MIR4482
MIR4524A	MIR4524
MIR4536-1	MIR4536
MIR4666A	MIR4666
MIRLET7A1	MIRNLET7A1
MIRLET7A2	MIRNLET7A2
MIRLET7A3	MIRNLET7A3
MIRLET7B	MIRNLET7B
MIRLET7C	MIRNLET7C
MIRLET7D	MIRNLET7D
MIRLET7E	MIRNLET7E
MIRLET7F1	MIRNLET7F1
MIRLET7F2	MIRNLET7F2
MIRLET7G	MIRNLET7G
MIRLET7I	MIRNLET7I
MIS18A	C21orf46, C21orf45
MIS18BP1	C14orf106
MITF	WS2A, WS2
MKKS	BBS6
MKNK2	GPRK7
MKRN3	ZNF127, D15S9
MKRN3-AS1	ZNF127AS, MKRN3AS, MKRN3-AS
MKRN4P	ZNF127L1, MKRN4, MKRNP5
MKRN5P	ZNF127L2, MKRNP1
MKRN6P	MKRNP2
MKRN7P	ZNF127L5, MKRNP3
MKRN8P	ZNF127L4, MKRNP4
MKRN9P	ZNF127L3, MKRN5, MKRNP6
MKS1	MKS
MKX	C10orf48, IRXL1
MLEC	KIAA0152
MLH1	COCA2
MLIP	C6orf142
MLL2	TNRC21
MLLT4-AS1	C6orf124
MLLT10P1	MLLT10L
MLNR	GPR38
MLX	TCFL4
MLXIPL	WBSCR14
MMADHC	C2orf25
MMEL1	MMEL2
MMGT1	TMEM32
MMP1	CLG
MMP2	CLG4, CLG4A
MMP3	STMY1, STMY
MMP7	MPSL1
MMP8	CLG1
MMP9	CLG4B
MMP10	STMY2
MMP11	STMY3
MMP16	C8orf57
MMP19	MMP18
MMP23A	MMP21
MMP23B	MMP22
MMP25	MMPL1, MMP20
MMRN1	MMRN
MMRN2	EMILIN3
MMS19	MMS19L
MMS22L	C6orf167
MN1	MGCR
MNF1	C6orf125
MNX1	HLXB9
MOB1A	C2orf6, MOBK1B, MOBKL1B
MOB1AP1	MOBKL1BP1
MOB1AP2	MOBKL1BP2
MOB1B	MOBKL1A
MOB3A	MOBKL2A
MOB3B	MOBKL2B
MOB3C	MOBKL2C
MOB4	PREI3, MOBKL3
MOCS3P1	MOCS3P
MOGAT1	DGAT2L1
MOK	RAGE
MORC1	MORC
MORC2	ZCWCC1
MORC2-AS1	C22orf27, NCRNA00325
MORC3	ZCWCC3
MORC4	ZCWCC2
MORF4	SEN, SEN1
MORF4L1P1	MORF4LP1
MORF4L1P2	MORF4LP2
MORF4L1P3	MORF4LP3
MORF4L1P5	MORF4LP5
MORF4L2P1	MORF4LP4
MORN4	C10orf83
MORN5	C9orf113, C9orf18
MOXD2P	MOXD2
MPLKIP	C7orf11
MPP1	DXS552E
MPP2	DLG2
MPP3	DLG3
MPP4	DLG6
MPPED1	C22orf1
MPPED2	C11orf8
MPZ	CMT1, CMT1B
MPZL2	EVA1
MR1	HLALS
MRAP	C21orf61
MRAP2	C6orf117
MRC1	MRC1L1
MRE11A	MRE11
MRGPRE	GPR167
MRGPRF	GPR168, GPR140
MRGPRG	GPR169
MRO	C18orf3
MRPL3	RPML3
MRPL12	RPML12
MRPL23	RPL23L
MRPL28	MAAT1
MRPL33	C2orf1
MRPL40	NLVCF
MRPL46	C15orf4
MRPL49	C11orf4
MRPL51	MRP64
MRPS6	C21orf101
MRPS12	RPMS12
MRPS26	C20orf193
MRPS30	PDCD9
MRRFP1	MRRFP
MRS2	MRS2L
MRS2P1	MRS2LP1
MRTO4	C1orf33
MRXS5	PGS
MS4A1	CD20
MS4A2	FCER1B, IGER, APY
MS4A3	CD20L
MS4A4A	MS4A4
MS4A6A	MS4A6
MS4A14	MS4A16
MSANTD1	C4orf44
MSANTD2	C11orf61
MSANTD3	C9orf30
MSANTD3-TMEFF1	C9orf30-TMEFF1
MSANTD4	KIAA1826
MSH2	COCA1
MSH5-SAPCD1	MSH5-C6orf26
MSH6	GTBP
MSL2	RNF184, MSL2L1
MSL3	MSL3L1
MSL3P1	MSL3L2
MSLNL	C16orf37
MSMO1	SC4MOL
MSNP1	MSNL1
MSRB1	SEPX1
MSRB2	MSRB
MSRB3	DFNB74
MSS51	ZMYND17
MSSE	ESS1
MST1	D3F15S2, HGFL, DNF15S2
MST1P2	MSTP2
MST1P9	MSTP7, MSTP9
MST1R	RON, PTK8
MSTN	GDF8
MSTO2P	MSTO2
MSX1	HOX7
MSX2	PFM1
MSX2P1	MSX2P
MT-ATP6	MTATP6, RP
MT-ATP8	MTATP8
MT-CO1	MTCO1
MT-CO2	MTCO2
MT-CO3	MTCO3
MT-CYB	MTCYB
MT-ND1	MTND1
MT-ND2	MTND2
MT-ND3	MTND3
