gene	disease
KIF7	Joubert syndrome
KIF7	Joubert syndrome with ocular defect
KIF7	Joubert syndrome with orofaciodigital defect
KIRREL3	Autosomal dominant nonsyndromic intellectual deficit
KISS1R	Normosmic congenital hypogonadotropic hypogonadism
KIT	Aggressive systemic mastocytosis
KIT	Cutaneous mastocytoma
KIT	Diffuse cutaneous mastocytosis
KIT	Gastrointestinal stromal tumor
KIT	Indolent systemic mastocytosis
KIT	Mast cell leukemia
KIT	Piebaldism
KIT	Systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease
KIT	Urticaria pigmentosa
KITLG	Familial progressive hyper- and hypopigmentation
KITLG	Familial progressive hyperpigmentation
KL	Tumoral calcinosis
KLF1	Hereditary persistence of fetal hemoglobin - beta-thalassemia
KLF1	Hereditary persistence of fetal hemoglobin - sickle cell disease
KLF11	MODY syndrome
KLHL7	Retinitis pigmentosa
KLK4	Hypomaturation amelogenesis imperfecta
KLKB1	Congenital prekallikrein deficiency
KNG1	Congenital high-molecular-weight kininogen deficiency
KRAS	Cardiofaciocutaneous syndrome
KRAS	Familial pancreatic carcinoma
KRAS	Noonan syndrome
KRIT1	Hereditary cerebral cavernous malformation
KRT1	Annular epidermolytic ichthyosis
KRT1	Epidermolytic ichthyosis
KRT1	Ichthyosis Curth-Macklin
KRT1	Keratosis palmoplantaris striata
KRT1	Localized epidermolytic palmoplantar hyperkeratosis
KRT1	Thost-Unna palmoplantar keratoderma
KRT10	Annular epidermolytic ichthyosis
KRT10	Congenital reticular ichthyosiform erythroderma
KRT10	Epidermolytic ichthyosis
KRT12	Meesmann juvenile epithelial corneal dystrophy
KRT13	White sponge nevus
KRT14	Autosomal recessive epidermolysis bullosa simplex
KRT14	Dermatopathia pigmentosa reticularis
KRT14	Epidermolysis bullosa simplex, Dowling-Meara type
KRT14	Epidermolysis bullosa simplex, Köbner type
KRT14	Epidermolysis bullosa simplex, Weber-Cockayne type
KRT14	Naegeli-Franceschetti-Jadassohn syndrome
KRT16	Pachyonychia congenita
KRT16	Thost-Unna palmoplantar keratoderma
KRT17	Pachyonychia congenita
KRT17	Sebocystomatosis
KRT2	Superficial epidermolytic ichthyosis
KRT3	Meesmann juvenile epithelial corneal dystrophy
KRT4	White sponge nevus
KRT5	Dowling-Degos disease
KRT5	Epidermolysis bullosa simplex with migratory circinate erythema
KRT5	Epidermolysis bullosa simplex with mottled pigmentation
KRT5	Epidermolysis bullosa simplex, Dowling-Meara type
KRT5	Epidermolysis bullosa simplex, Köbner type
KRT5	Epidermolysis bullosa simplex, Weber-Cockayne type
KRT6A	Pachyonychia congenita
KRT6B	Pachyonychia congenita
KRT6C	Thost-Unna palmoplantar keratoderma
KRT74	Hypotrichosis simplex of the scalp
KRT74	Woolly hair
KRT81	Monilethrix
KRT83	Monilethrix
KRT85	Ectodermal dysplasia, ''pure'' hair-nail type
KRT9	Localized epidermolytic palmoplantar hyperkeratosis
KYNU	Encephalopathy due to hydroxykynureninuria
L1CAM	Hirschsprung disease
L1CAM	Hydrocephalus with stenosis of aqueduct of Sylvius
L1CAM	MASA syndrome
L1CAM	X-linked complicated corpus callosum dysgenesis
L2HGDH	2-hydroxyglutaricaciduria
LAMA2	Congenital muscular dystrophy type 1A
LAMA3	Generalized junctional epidermolysis bullosa, non-Herlitz type
LAMA3	Junctional epidermolysis bullosa, Herlitz type
LAMA3	LOGIC syndrome
LAMB2	Pierson syndrome
LAMB2	Synaptic congenital myasthenic syndromes
LAMB3	Generalized junctional epidermolysis bullosa, non-Herlitz type
LAMB3	Junctional epidermolysis bullosa, Herlitz type
LAMC2	Generalized junctional epidermolysis bullosa, non-Herlitz type
LAMC2	Junctional epidermolysis bullosa, Herlitz type
LAMC3	Occipital pachygyria and polymicrogyria
LAMP2	Glycogen storage disease due to LAMP-2 deficiency
LARGE	Congenital muscular dystrophy type 1D
LARGE	Walker-Warburg syndrome
LAT2	Williams syndrome
LBR	Greenberg dysplasia
LBR	Reynolds syndrome
LCA5	Congenital Leber amaurosis
LCAT	Familial LCAT deficiency
LCAT	Fish-eye disease
LCK	Severe combined immunodeficiency due to LCK deficiency
LCT	Congenital lactase deficiency
LDB3	Arrhythmogenic right ventricular dysplasia
LDB3	Familial isolated dilated cardiomyopathy
LDB3	Left ventricular noncompaction
LDB3	Tibial muscular dystrophy
LDB3	ZASP-related myofibrillar myopathy
LDHA	Lactate dehydrogenase M-subunit deficiency
LDHB	Lactate dehydrogenase H-subunit deficiency
LEFTY2	Situs ambiguus
LEMD3	12q14 microdeletion syndrome
LEMD3	Buschke-Ollendorff syndrome
LEMD3	Isolated osteopoikilosis
LEMD3	Melorheostosis
LEP	Obesity due to congenital leptin deficiency
LEPR	Obesity due to leptin receptor gene deficiency
LEPRE1	Osteogenesis imperfecta type 2
LEPRE1	Osteogenesis imperfecta type 3
LFNG	Autosomal recessive spondylocostal dysostosis
LGI1	Autosomal dominant lateral temporal lobe epilepsy
LHB	Leydig cell hypoplasia
LHCGR	Leydig cell hypoplasia
LHCGR	Testotoxicosis
LHFPL5	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
LHX3	Hypothyroidism due to deficient transcription factors involved in pituitary development or function
LHX3	Nonacquired combined pituitary hormone deficiency with spine abnormalities
LHX4	Hypothyroidism due to deficient transcription factors involved in pituitary development or function
LHX4	Pituitary stalk interruption syndrome
LHX4	Short stature - pituitary and cerebellar defects - small sella turcica
LIFR	Stuve-Wiedemann syndrome
LIG4	LIG4 syndrome
LIG4	Omenn syndrome
LIM2	Pulverulent cataract
LIMK1	Williams syndrome
LIPA	Cholesteryl ester storage disease
LIPA	Wolman disease
LIPC	Hyperlipidemia due to hepatic triglyceride lipase deficiency
LIPH	Hypotrichosis simplex
LIPH	Woolly hair
LIPI	Hyperlipoproteinemia type 4
LIPN	Lamellar ichthyosis
LITAF	Charcot-Marie-Tooth disease type 1C
LMAN1	Combined deficiency of factor V and factor VIII
LMBR1	Acheiropodia
LMBR1	Polydactyly of a triphalangeal thumb
LMBR1	Syndactyly type 4
LMBR1	Triphalangeal thumb - polysyndactyly syndrome
LMBRD1	Methylmalonicacidemia - homocystinuria, type cbl F
LMF1	Hyperlipoproteinemia type 1
LMNA	Autosomal dominant Emery-Dreifuss muscular dystrophy
LMNA	Autosomal dominant limb-girdle muscular dystrophy type 1B
LMNA	Autosomal recessive Emery-dreifuss muscular dystrophy
LMNA	Charcot-Marie-Tooth disease type 2B1
LMNA	Congenital muscular dystrophy due to lamine A/C deficiency
LMNA	Dilated cardiomyopathy - hypergonadotropic hypogonadism
LMNA	Familial isolated dilated cardiomyopathy
LMNA	Familial partial lipodystrophy, Dunnigan type
LMNA	Heart-hand syndrome, Slovenian type
LMNA	Hutchinson-Gilford progeria syndrome
LMNA	Laminopathy type Decaudain-Vigouroux
LMNA	Left ventricular noncompaction
LMNA	Lethal restrictive dermopathy
LMNA	Mandibuloacral dysplasia with type A lipodystrophy
LMNA	Severe dilated cardiomyopathy due to lamin A/C mutation
LMNA	Severe lipodystrophic laminopathy
LMNA	Werner syndrome
LMNB1	Adult-onset autosomal dominant leukodystrophy
LMNB2	Partial acquired lipodystrophy
LMX1B	Nail-patella syndrome
LOR	Loricrin keratoderma
LOR	Progressive symmetric erythrokeratodermia
LOXHD1	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
LPAR6	Hypotrichosis simplex
LPAR6	Woolly hair
LPIN1	Genetic recurrent myoglobinuria
LPIN2	Majeed syndrome
LPL	Hyperlipoproteinemia type 1
LPL	Hyperlipoproteinemia type 5
LRAT	Congenital Leber amaurosis
LRAT	Retinitis pigmentosa
LRP2	Donnai-Barrow syndrome
LRP4	Cenani-Lenz syndrome
LRP5	Autosomal dominant osteopetrosis type 1
LRP5	Autosomal dominant osteosclerosis, Worth type
LRP5	Familial exudative vitreoretinopathy
LRP5	Hyperostosis corticalis generalisata
LRP5	Osteoporosis - pseudoglioma
LRP5	Osteosclerosis - developmental delay - craniosynostosis
LRP5	Retinopathy of prematurity
LRP6	Coronary artery disease - hyperlipidemia - hypertension - diabetes - osteoporosis
LRPPRC	Saguenay-Lac-St. Jean cytochrome oxidase deficiency
LRRC8A	Autosomal agammaglobulinemia
LRRK2	Young adult-onset Parkinsonism
LRTOMT	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
LTBP2	Congenital glaucoma
LTBP2	Megalocornea - spherophakia - secondary glaucoma
LTBP3	Oligodontia
LTBP4	Cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies
LTC4S	Hypotonia - failure to thrive - microcephaly
LYST	Chediak-Higashi syndrome
LYZ	Familial renal amyloidosis due to lysozyme variant
MACROD2	Kabuki syndrome
MAF	Cerulean cataract
MAF	Pulverulent cataract
MAGT1	X-linked nonsyndromic intellectual deficit
MAK	Retinitis pigmentosa
MALT1	MALT lymphoma
MAMLD1	Familial hypospadias
MAMLD1	X-linked centronuclear myopathy
MAN1B1	Autosomal recessive nonsyndromic intellectual deficit
MAN2B1	Alpha-mannosidosis
MANBA	Beta-mannosidosis
MANF	Familial pancreatic carcinoma
MAOA	Monoamine oxidase-A deficiency
MAP2K1	Cardiofaciocutaneous syndrome
MAP2K2	Cardiofaciocutaneous syndrome
MAP3K1	46,XY complete gonadal dysgenesis
MAPK1	Monosomy 22q11
MAPK10	Lennox-Gastaut syndrome
MAPT	Familial Parkinson's disease dementia
MAPT	Frontotemporal dementia
MARVELD2	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
MASP1	Carnevale syndrome
MASP1	Malpuech syndrome
MASP1	Michels syndrome
MASTL	Autosomal thrombocytopenia with normal platelets
MAT1A	Brain demyelination due to methionine adenosyltransferase deficiency
MATN3	Multiple epiphyseal dysplasia type 5
MATN3	Spondyloepimetaphyseal dysplasia, matrilin-3 type
MATR3	Distal myopathy with vocal cord weakness
MBD5	2q23.1 microdeletion syndrome
MBD5	Autosomal dominant nonsyndromic intellectual deficit
MBTPS2	Ichthyosis follicularis - alopecia - photophobia
MBTPS2	Keratosis follicularis spinulosa decalvans
MC2R	Familial glucocorticoid deficiency
MC3R	Obesity due MC3R deficiency
MC4R	Obesity due to melanocortin-4 receptor deficiency
MCCC1	3-methylcrotonylglycinuria
MCCC2	3-methylcrotonylglycinuria
MCEE	Vitamin B12-unresponsive methylmalonic aciduria
MCFD2	Combined deficiency of factor V and factor VIII
MCOLN1	Mucolipidosis type 4
MCPH1	Autosomal recessive primary microcephaly
MCPH1	Premature chromosome condensation with microcephaly and intellectual deficit
MECOM	Myelodysplastic syndromes
MECP2	Atypical Rett syndrome
MECP2	Intellectual deficit, X-linked - psychosis - macroorchidism
MECP2	Rett syndrome
MECP2	Severe neonatal-onset encephalopathy with microcephaly
MECP2	Trisomy Xq28
MECP2	X-linked nonsyndromic intellectual deficit
MED12	FG syndrome type 1
MED12	Marfanoid habitus - intellectual deficit, X-linked
MED23	Autosomal recessive nonsyndromic intellectual deficit
MED25	Charcot-Marie-Tooth disease type 2B2
MEF2C	5q14.3 microdeletion syndrome
MEFV	Familial mediterranean fever
MEN1	Familial isolated hyperparathyroidism
MEN1	Familial parathyroid adenoma
MEN1	Multiple endocrine neoplasia type 1
MEN1	Zollinger-Ellison syndrome
MERTK	Retinitis pigmentosa
MESP2	Autosomal recessive spondylocostal dysostosis
MET	Familial papillary renal cell carcinoma
MET	Hepatocellular carcinoma, childhood-onset
MFAP4	Smith-Magenis syndrome
MFN2	Autosomal dominant Charcot-Marie-Tooth disease type 2A2
MFN2	Hereditary motor and sensory neuropathy type 6
MFRP.1	Microphthalmia - retinitis pigmentosa - foveoschisis - optic disc drusen
MFRP.1	Nanophthalmia
MFSD8	CLN7 disease
MGAT2	CDG syndrome type IIa
MGP	Keutel syndrome
MID1	Opitz BBB/G syndrome
MIF	Idiopathic juvenile-onset systemic arthritis
MIP	Zonular cataract
MIPOL1	Laurin-Sandrow syndrome
MITF	Tietz syndrome
MITF	Waardenburg syndrome type 2
MKKS	Bardet-Biedl syndrome
MKKS	Laurence-Moon syndrome
MKKS	McKusick-Kaufman syndrome
MKS1	Bardet-Biedl syndrome
MKS1	Meckel syndrome
MLC1	Megalencephalic leukoencephalopathy with subcortical cysts
MLH1	Hereditary nonpolyposis colon cancer
MLH1	Muir-Torre syndrome
MLH3	Hereditary nonpolyposis colon cancer
MLL	Acute leukemia of ambiguous lineage
MLL	Acute myeloid leukemia with 11q23 abnormalities
MLL	Precursor B-cell acute lymphoblastic leukemia
MLL2	Kabuki syndrome
MLLT10	Meningioma
MLPH	Griscelli disease type 3
MLXIPL	Williams syndrome
MLYCD	Malonic aciduria
MMAA	Vitamin B12 responsive methylmalonic acidemia type cbl A
MMAB	Vitamin B12 responsive methylmalonic acidemia type cbl B
MMACHC	Methylmalonicacidemia - homocystinuria, type cbl C
MMADHC	Methylmalonicacidemia - homocystinuria, type cbl D
MMEL1	Primary biliary cirrhosis
MMP13	Metaphyseal anadysplasia
MMP13	Spondyloepimetaphyseal dysplasia, Missouri type
MMP2	Nodulosis-arthropathy-osteolysis syndrome
MMP2	Torg-Winchester syndrome
MMP20	Hypomaturation amelogenesis imperfecta
MMP9	Metaphyseal anadysplasia
MN1	Familial multiple meningioma
MNX1	Currarino triad
MOCOS	Xanthinuria type II
MOCS1	Encephalopathy due to sulfite oxidase deficiency
MOCS2	Encephalopathy due to sulfite oxidase deficiency
MOG	Narcolepsy-cataplexy
MOGS	CDG syndrome type IIb
MPDU1	CDG syndrome type If
MPI	CDG syndrome type Ib
MPL	Congenital amegakaryocytic thrombocytopenia
MPL	Familial thrombocytosis
MPL	Polycythemia vera
MPO	Myeloperoxidase deficiency
MPST	Encephalopathy due to beta-mercaptolactate-cysteine disulfiduria
MPV17	Navajo neurohepatopathy
MPZ	Autosomal dominant Charcot-Marie-Tooth disease type 2I
MPZ	Autosomal dominant Charcot-Marie-Tooth disease type 2J
MPZ	Autosomal dominant intermediate Charcot-Marie-Tooth disease type D
MPZ	Charcot-Marie-Tooth disease type 1B
MPZ	Charcot-Marie-Tooth disease type 4E
MPZ	Dejerine-Sottas syndrome
MPZ	Roussy-Levy syndrome
MRAP	Familial glucocorticoid deficiency
MRE11A	Ataxia-telangiectasia-like disorder
MRPS16	Combined oxidative phosphorylation defect type 2
MRPS22	Hypotonia with lactic acidemia and hyperammonemia
MS4A1	Common variable immunodeficiency due to an intrinsic T cell defect
MSH2	Hereditary nonpolyposis colon cancer
MSH2	Muir-Torre syndrome
MSH6	Hereditary nonpolyposis colon cancer
MSMB	Familial prostate cancer
MSRB3	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
MSTN	Myostatin-related muscle hypertrophy
MSX1	Cleft lip/palate
MSX1	Hypodontia - dysplasia of nails
MSX2	Craniosynostosis, Boston type
MSX2	Parietal foramina
MSX2	Parietal foramina with cleidocranial dysplasia
MT-ATP6	Familial infantile bilateral striatal necrosis
MT-ATP6	Leber hereditary optic neuropathy
MT-ATP6	Maternally-inherited Leigh syndrome
MT-ATP6	NARP syndrome
MT-CO1	Genetic recurrent myoglobinuria
MT-CO1	Isolated cytochrome C oxidase deficiency
MT-CO1	Leber hereditary optic neuropathy
MT-CO1	Maternally-inherited Leigh syndrome
MT-CO1	Mitochondrial nonsyndromic sensorineural deafness
MT-CO1	Mitochondrial nonsyndromic sensorineural deafness with susceptibility to aminoglycoside exposure
MT-CO2	Isolated cytochrome C oxidase deficiency
MT-CO2	Maternally-inherited Leigh syndrome
MT-CO3	Genetic recurrent myoglobinuria
MT-CO3	Isolated cytochrome C oxidase deficiency
MT-CO3	Leber hereditary optic neuropathy
MT-CO3	MELAS syndrome
MT-CO3	Maternally-inherited Leigh syndrome
MT-CYB	Histiocytoid cardiomyopathy
MT-CYB	Isolated CoQ-cytochrome C reductase deficiency
MT-CYB	Leber hereditary optic neuropathy
MT-ND1	Leber hereditary optic neuropathy
MT-ND1	MELAS syndrome
MT-ND1	Maternally-inherited Leigh syndrome
MT-ND2	Isolated NADH-CoQ reductase deficiency
MT-ND2	Leber hereditary optic neuropathy
MT-ND2	Maternally-inherited Leigh syndrome
MT-ND3	Leber hereditary optic neuropathy
MT-ND3	Maternally-inherited Leigh syndrome
MT-ND3	Sporadic Leigh syndrome
MT-ND4	Leber hereditary optic neuropathy
MT-ND4	MELAS syndrome
MT-ND4	Maternally-inherited Leigh syndrome
MT-ND4	Mitochondrial nonsyndromic sensorineural deafness with susceptibility to aminoglycoside exposure
MT-ND4L	Leber hereditary optic neuropathy
MT-ND5	Leber hereditary optic neuropathy
MT-ND5	MELAS syndrome
MT-ND5	Maternally-inherited Leigh syndrome
MT-ND5	NARP syndrome
MT-ND5	Sporadic Leigh syndrome
MT-ND6	Leber hereditary optic neuropathy
MT-ND6	MELAS syndrome
MT-ND6	Maternally-inherited Leigh syndrome
MT-ND6	NARP syndrome
MT-ND6	Sporadic Leigh syndrome
MTCP1	Moyamoya disease
MTCP1	Moyamoya disease - short stature - facial dysmorphism - hypergonadotropic hypogonadism
MTHFR	Homocystinuria due to methylenetetrahydrofolate reductase deficiency
MTHFR	Methotrexate toxicity
MTM1	X-linked centronuclear myopathy
MTMR14	Autosomal dominant centronuclear myopathy
MTMR2	Charcot-Marie-Tooth disease type 4B1
MTR	Methylcobalamin deficiency, cbl G type
MTRR	Methylcobalamin deficiency type cbl E
MTTP	Abetalipoproteinemia
MUC5B	Diffuse panbronchiolitis
MUC5B	Idiopathic pulmonary fibrosis
MUSK	Postsynaptic congenital myasthenic syndromes
MUT	Vitamin B12 responsive methylmalonic acidemia type mut-
MUT	Vitamin B12-unresponsive methylmalonic aciduria
MUTYH	Familial adenomatous polyposis
MUTYH	Familial gastric cancer
MUTYH	MUTYH-related attenuated familial adenomatous polyposis
MVK	Hyperimmunoglobulinemia D with periodic fever
MVK	Mevalonic aciduria
MXI1	Familial prostate cancer
MYB	Precursor T-cell acute lymphoblastic leukemia
MYBPC1	Digitotalar dysmorphism
MYBPC3	Familial isolated dilated cardiomyopathy
MYBPC3	Left ventricular noncompaction
MYC	Burkitt lymphoma
MYCN	Feingold syndrome
MYCN	Neuroblastoma
MYD88	Pyogenic bacterial infections due to MyD88 deficiency
MYF6	Autosomal dominant centronuclear myopathy
MYH11	Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)
MYH11	Familial aortic dissection
MYH11	Familial thoracic aortic aneurysm
MYH14	Autosomal dominant nonsyndromic sensorineural deafness type DFNA
MYH2	Hereditary inclusion body myopathy - joint contractures - ophthalmoplegia
MYH3	Freeman-Sheldon syndrome
MYH3	Sheldon-Hall syndrome
MYH6	Atrial septal defect, ostium secundum type
MYH6	Familial isolated dilated cardiomyopathy
MYH6	Sick sinus syndrome
MYH7	Familial isolated dilated cardiomyopathy
MYH7	Hyaline body myopathy
MYH7	Laing distal myopathy
MYH7	Left ventricular noncompaction
MYH7	Scapuloperoneal amyotrophy
MYH8	Carney complex
MYH8	Distal arthrogryposis type 7
MYH9	Autosomal dominant nonsyndromic sensorineural deafness type DFNA
MYH9	Epstein syndrome
MYH9	Fechtner syndrome
MYH9	May-Hegglin thrombocytopenia
MYH9	Sebastian syndrome
MYLK	Familial thoracic aortic aneurysm
MYO15A	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
MYO1A	Autosomal dominant nonsyndromic sensorineural deafness type DFNA
MYO1E	Familial idiopathic steroid-resistant nephrotic syndrome with focal segmental hyalinosis
MYO3A	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
MYO5A	Elejalde disease
MYO5A	Griscelli disease type 1
MYO5A	Griscelli disease type 3
MYO5B	Microvillous inclusion disease
MYO6	Autosomal dominant nonsyndromic sensorineural deafness type DFNA
MYO6	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
MYO6	Progressive sensorineural hearing loss - hypertrophic cardiomyopathy
MYO7A	Autosomal dominant nonsyndromic sensorineural deafness type DFNA
MYO7A	Autosomal recessive nonsyndromic sensorineural deafness type DFNB
MYO7A	Usher syndrome type 1
MYOC	Congenital glaucoma
MYOC	Juvenile glaucoma
MYOT	Autosomal dominant limb-girdle muscular dystrophy type 1A
MYOT	Myotilin-related myofibrillar myopathy without spheroid body
NAA10	Aged appearance - cranofacial anomalies - hypotonia - developmental delay - cryptorchidism - cardiac arrhythmia
NAGA	Alpha-N-acetylgalactosaminidase deficiency
NAGLU	Sanfilippo syndrome type B
NAGS	Hyperammonemia due to N-acetylglutamate synthetase deficiency
NAIP	Proximal spinal muscular atrophy type 1
NAIP	Proximal spinal muscular atrophy type 2
NAIP	Proximal spinal muscular atrophy type 3
NBEAL2	Gray platelet syndrome
NBN	Nijmegen breakage syndrome
NCF1	Chronic granulomatous disease
NCF2	Chronic granulomatous disease
NCF4	Chronic granulomatous disease
NCOA4	Papillary or follicular thyroid carcinoma
NDE1	Microlissencephaly
NDN	Prader-Willi syndrome
NDP	Coats disease
NDP	Familial exudative vitreoretinopathy
NDP	Norrie disease
NDP	Persistent hyperplastic primary vitreous
NDP	Retinopathy of prematurity
NDRG1	Charcot-Marie-Tooth disease type 4D
NDUFA1	Isolated NADH-CoQ reductase deficiency
NDUFA10	Leigh syndrome with leukodystrophy
NDUFA11	Isolated NADH-CoQ reductase deficiency
NDUFA2	Isolated NADH-CoQ reductase deficiency
NDUFA2	Leigh syndrome with leukodystrophy
NDUFAF2	Isolated NADH-CoQ reductase deficiency
NDUFAF2	Mitochondrial myopathy - lactic acidosis
NDUFAF3	Isolated NADH-CoQ reductase deficiency
NDUFAF4	Isolated NADH-CoQ reductase deficiency
NDUFS1	Isolated NADH-CoQ reductase deficiency
NDUFS1	Leigh syndrome with leukodystrophy
NDUFS2	Isolated NADH-CoQ reductase deficiency
NDUFS3	Isolated NADH-CoQ reductase deficiency
NDUFS3	Leigh syndrome with leukodystrophy
NDUFS4	Isolated NADH-CoQ reductase deficiency
NDUFS4	Leigh syndrome with leukodystrophy
NDUFS6	Isolated NADH-CoQ reductase deficiency
NDUFS7	Isolated NADH-CoQ reductase deficiency
NDUFS7	Leigh syndrome with leukodystrophy
NDUFS8	Isolated NADH-CoQ reductase deficiency
NDUFS8	Leigh syndrome with leukodystrophy
NDUFV1	Alexander disease
NDUFV1	Isolated NADH-CoQ reductase deficiency
NDUFV1	Leigh syndrome with leukodystrophy
NDUFV2	Isolated NADH-CoQ reductase deficiency
NEB	Intermediate nemaline myopathy
NEB	Mild nemaline myopathy
NEB	Severe congenital nemaline myopathy
NEB	Typical nemaline myopathy
NEFH	Amyotrophic lateral sclerosis
NEK1	Short rib-polydactyly syndrome, Majewski type
NEK8	Autosomal recessive medullary cystic kidney disease
NELF	Kallmann syndrome
NELF	Normosmic congenital hypogonadotropic hypogonadism
NEU1	Congenital sialidosis type 2
NEU1	Juvenile sialidosis type 2
NEU1	Sialidosis type 1
NEUROD1	MODY syndrome
NEUROG3	Congenital malabsorptive diarrhea due to paucity of enteroendocrine cells
NEXN	Familial isolated dilated cardiomyopathy
NF1	17q11 microdeletion syndrome
NF1	17q11.2 microduplication syndrome
NF1	Familial segmental neurofibromatosis
NF1	Familial spinal neurofibromatosis
NF1	Neurofibromatosis type 1
NF1	Noonan syndrome
NF1	Watson syndrome
NF2	Neurofibromatosis type 2
NF2	Neurofibromatosis type 3
NFIX	Marshall-Smith syndrome
NFKBIA	Hypohidrotic ectodermal dysplasia with immunodeficiency
NGF	Hereditary sensory and autonomic neuropathy type 5
NHEJ1	Bilateral generalised polymicrogyria
NHEJ1	Severe combined immunodeficiency - microcephaly - growth retardation - sensitivity to ionizing radiation
NHLRC1	Lafora disease
NHP2	Dyskeratosis congenita
NHS	Nance-Horan syndrome
NHS	Nuclear cataract
NHS	Total congenital cataract
NIPA1	Autosomal dominant spastic paraplegia type 6
NIPAL4	Congenital nonbullous ichthyosiform erythroderma
NIPAL4	Lamellar ichthyosis
NIPBL	Cornelia de Lange syndrome
NKX2-1	Athyreosis
NKX2-1	Benign familial chorea
NKX2-1	Brain-lung-thyroid syndrome
NKX2-1	Thyroid hypoplasia
NKX2-5	Athyreosis
NKX2-5	Atrial septal defect - atrioventricular conduction defects
NKX2-5	Atrial septal defect, ostium secundum type
NKX2-5	Familial progressive cardiac conduction defect
NKX2-5	Tetralogy of Fallot
NKX2-5	Thyroid hypoplasia
NKX2-6	Truncus arteriosus
NKX3-2	Spondylo-megaepiphyseal-metaphyseal dysplasia
NLRP12	NALP12-associated hereditary periodic fever syndrome
NLRP2	Hydatidiform complete mole
NLRP2	Hydatidiform partial mole
NLRP3	CINCA syndrome
NLRP3	Familial cold urticaria
NLRP3	Muckle-Wells syndrome
NLRP7	Hydatidiform complete mole
NLRP7	Hydatidiform partial mole
NOD2	Early-onset sarcoidosis
NODAL	Situs ambiguus
NODAL	Situs inversus totalis
NOG	Brachydactyly type B2
NOG	Multiple synostoses
NOG	Proximal symphalangism
NOG	Stapes ankylosis with broad thumbs and toes
NOG	Tarsal-carpal coalition syndrome
NOP10	Dyskeratosis congenita
NOP56	Spinocerebellar ataxia type 36
NOTCH2	Acroosteolysis dominant type
NOTCH2	Alagille syndrome due to a NOTCH2 point mutation
NOTCH3	CADASIL syndrome
NPC1	Niemann-Pick disease type C, adult neurologic onset
NPC1	Niemann-Pick disease type C, juvenile neurologic onset
NPC1	Niemann-Pick disease type C, late infantile neurologic onset
NPC1	Niemann-Pick disease type C, severe early infantile neurologic onset
NPC1	Niemann-Pick disease type C, severe perinatal
NPC2	Niemann-Pick disease type C, adult neurologic onset
NPC2	Niemann-Pick disease type C, juvenile neurologic onset
NPC2	Niemann-Pick disease type C, late infantile neurologic onset
NPC2	Niemann-Pick disease type C, severe early infantile neurologic onset
NPC2	Niemann-Pick disease type C, severe perinatal
NPHP1	Autosomal recessive medullary cystic kidney disease
NPHP1	Joubert syndrome with renal defect
NPHP1	Senior-Loken syndrome
NPHP3	Autosomal recessive medullary cystic kidney disease
NPHP3	Renal-hepatic-pancreatic dysplasia - Dandy-Walker cysts
NPHP3	Senior-Loken syndrome
NPHP4	Autosomal recessive medullary cystic kidney disease
NPHP4	Senior-Loken syndrome
NPHS1	Congenital nephrotic syndrome, Finnish type
NPHS1	Familial idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial proliferation
NPHS1	Familial idiopathic steroid-resistant nephrotic syndrome with focal segmental hyalinosis
NPHS1	Familial idiopathic steroid-resistant nephrotic syndrome with minimal changes
NPHS2	Familial idiopathic steroid-resistant nephrotic syndrome with focal segmental hyalinosis
NPHS2	Familial idiopathic steroid-resistant nephrotic syndrome with minimal changes
NPHS2	Sporadic idiopathic steroid-resistant nephrotic syndrome with focal segmental hyalinosis
NPHS2	Sporadic idiopathic steroid-resistant nephrotic syndrome with minimal changes
NPM1	Acute promyelocytic leukemia
NPPA	Familial atrial fibrillation
NPR2	Acromesomelic dysplasia, Maroteaux type
NR0B1	46,XY complete gonadal dysgenesis
NR0B1	Cytomegalic congenital adrenal hypoplasia
NR1H3	Amyotrophic lateral sclerosis
NR2E3	Goldmann-Favre syndrome
NR2E3	Retinitis pigmentosa
NR3C1	Glucocorticoid resistance
NR3C2	Pseudohyperaldosteronism type 2
NR3C2	Renal pseudohypoaldosteronism type 1
NR4A2	Young adult-onset Parkinsonism
NR5A1	46,XY complete gonadal dysgenesis
NR5A1	46,XY disorder of sex development - adrenal insufficiency
NR5A1	46,XY partial gonadal dysgenesis
NRAS	Autoimmune lymphoproliferative syndrome
NRAS	Noonan syndrome
NRL	Retinitis pigmentosa
NRTN	Hirschsprung disease
NRXN1	Pitt-Hopkins-like syndrome
NSD1	5q35 microduplication syndrome
NSD1	Beckwith-Wiedemann syndrome due to NSD1 mutation
NSD1	Sotos syndrome
NSD1	Weaver syndrome
NSDHL	CHILD syndrome
NSDHL	CK syndrome
