Approved Symbol	Gene family description
SLC38A3	"Solute carriers"
SLC38A4	"Solute carriers"
SLC38A5	"Solute carriers"
SLC38A6	"Solute carriers"
SLC38A7	"Solute carriers"
SLC38A8	"Solute carriers"
SLC38A9	"Solute carriers"
SLC38A10	"Solute carriers"
SLC38A11	"Solute carriers"
SLC39A1	"Solute carriers"
SLC39A2	"Solute carriers"
SLC39A3	"Solute carriers"
SLC39A4	"Solute carriers"
SLC39A5	"Solute carriers"
SLC39A6	"Solute carriers"
SLC39A7	"Solute carriers"
SLC39A8	"Solute carriers"
SLC39A9	"Solute carriers"
SLC39A10	"Solute carriers"
SLC39A11	"Solute carriers"
SLC39A12	"Solute carriers"
SLC39A13	"Solute carriers"
SLC39A14	"Solute carriers"
SLC40A1	"Solute carriers"
SLC41A1	"Solute carriers"
SLC41A2	"Solute carriers"
SLC41A3	"Solute carriers"
SLC43A1	"Solute carriers"
SLC43A2	"Solute carriers"
SLC43A3	"Solute carriers"
SLC44A1	"CD molecules", "Solute carriers"
SLC44A2	"Solute carriers"
SLC44A3	"Solute carriers"
SLC44A4	"Solute carriers"
SLC44A5	"Solute carriers"
SLC45A1	"Solute carriers"
SLC45A2	"Solute carriers"
SLC45A3	"Solute carriers"
SLC45A4	"Solute carriers"
SLC46A1	"Solute carriers"
SLC46A2	"Solute carriers"
SLC46A3	"Solute carriers"
SLC47A1	"Solute carriers"
SLC47A2	"Solute carriers"
SLC48A1	"Solute carriers"
SLC50A1	"Solute carriers"
SLC52A1	"Solute carriers"
SLC52A2	"Solute carriers"
SLC52A3	"Solute carriers"
SLCO1A2	"Solute carriers"
SLCO1B1	"Solute carriers"
SLCO1B3	"Solute carriers"
SLCO1C1	"Solute carriers"
SLCO2A1	"Solute carriers"
SLCO2B1	"Solute carriers"
SLCO3A1	"Solute carriers"
SLCO4A1	"Solute carriers"
SLCO4C1	"Solute carriers"
SLCO5A1	"Solute carriers"
SLCO6A1	"Solute carriers"
SLIT2-IT1	"ncRNAs / Long non-coding RNAs"
SLX4	"Fanconi anemia, complementation groups"
SMAD1	"SMADs"
SMAD2	"SMADs"
SMAD3	"SMADs"
SMAD4	"SMADs"
SMAD5	"SMADs"
SMAD5-AS1	"ncRNAs / Long non-coding RNAs"
SMAD6	"SMADs"
SMAD7	"SMADs"
SMAD9	"SMADs"
SMAD9-AS1	"ncRNAs / Long non-coding RNAs"
SMAP1	"ADP-ribosylation factor GTPase activating proteins"
SMAP2	"ADP-ribosylation factor GTPase activating proteins"
SMARCA5-AS1	"ncRNAs / Long non-coding RNAs"
SMC1A	"Structural maintenance of chromosomes proteins"
SMC1B	"Structural maintenance of chromosomes proteins"
SMC2	"Structural maintenance of chromosomes proteins"
SMC3	"Structural maintenance of chromosomes proteins", "Proteoglycans / Extracellular Matrix : Other"
SMC4	"Structural maintenance of chromosomes proteins"
SMC5	"Structural maintenance of chromosomes proteins"
SMC6	"Structural maintenance of chromosomes proteins"
SMCR2	"ncRNAs / Long non-coding RNAs"
SMCR5	"ncRNAs / Long non-coding RNAs"
SMO	"Frizzled receptors"
SMYD1	"Zinc fingers, MYND-type", "Chromatin-modifying enzymes / K-methyltransferases"
SMYD2	"Zinc fingers, MYND-type", "Chromatin-modifying enzymes / K-methyltransferases"
SMYD3	"Zinc fingers, MYND-type", "Chromatin-modifying enzymes / K-methyltransferases"
SMYD3-IT1	"ncRNAs / Long non-coding RNAs"
SMYD4	"Zinc fingers, MYND-type"
SMYD5	"Zinc fingers, MYND-type"
SNAI1	"Snail homologs"
SNAI1P1	"Snail homologs"
SNAI2	"Snail homologs"
SNAI3	"Snail homologs"
SNAP47-IT1	"ncRNAs / Long non-coding RNAs"
SNAR-A1	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-A2	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-A3	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-A4	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-A5	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-A6	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-A7	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-A8	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-A9	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-A10	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-A11	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-A12	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-A13	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-A14	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-B1	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-B2	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-C1	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-C2	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-C3	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-C4	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-C5	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-D	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-E	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-F	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-G1	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-G2	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-H	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNAR-I	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"
SNCA	"Parkinson disease"
SND1-IT1	"ncRNAs / Long non-coding RNAs"
SNHG1	"ncRNAs / Long non-coding RNAs"
SNHG3	"ncRNAs / Long non-coding RNAs"
SNHG4	"ncRNAs / Long non-coding RNAs"
SNHG5	"ncRNAs / Long non-coding RNAs"
SNHG6	"ncRNAs / Long non-coding RNAs"
SNHG7	"ncRNAs / Long non-coding RNAs"
SNHG8	"ncRNAs / Long non-coding RNAs"
SNHG9	"ncRNAs / Long non-coding RNAs"
SNHG10	"ncRNAs / Long non-coding RNAs"
SNHG11	"ncRNAs / Long non-coding RNAs"
SNHG12	"ncRNAs / Long non-coding RNAs"
SNHG14	"ncRNAs / Long non-coding RNAs"
SNHG15	"ncRNAs / Long non-coding RNAs"
SNORA1	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA2A	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA2B	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA3	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA4	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA5A	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA5B	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA5C	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA6	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA7A	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA7B	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA8	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA9	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA10	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA11	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA11B	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA11C	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA11D	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA11E	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA12	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA13	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA14A	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA14B	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA15	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA16A	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA16B	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA17	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA18	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA19	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA20	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA21	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA22	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA23	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA24	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA25	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA26	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA27	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA28	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA29	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA30	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA31	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA32	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA33	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA34	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA35	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA36A	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA36B	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA36C	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA37	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA38	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA38B	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA39	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA40	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA41	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA42	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA43	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA44	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA45	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA46	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA47	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA48	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA49	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA50	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA51	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA52	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA53	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA54	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA55	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA56	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA57	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA58	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA59A	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA59B	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA60	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA61	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA62	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA63	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA64	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA65	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA66	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA67	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA68	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA69	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA70	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA70B	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA70C	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA71A	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA71B	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA71C	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA71D	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA72	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA73A	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA73B	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA74A	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA74B	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA75	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA76	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA77	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA78	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA79	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA80	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA81	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORA84	"ncRNAs / Small nucleolar RNAs : H/ACA box containing"
SNORD1A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD1B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD1C	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD2	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD3@	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD4A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD4B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD5	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD6	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD7	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD8	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD9	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD10	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD11	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD11B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD12	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD12B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD12C	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD13	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD14A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD14B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD15A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD15B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD16	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD17	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD18A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD18B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD18C	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD19	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD19B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD20	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD21	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD22	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD23	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD24	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD25	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD26	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD27	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD28	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD29	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD30	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD31	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD32A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD32B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD33	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD34	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD35A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD35B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD36A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD36B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD36C	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD37	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD38A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD38B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD39~withdrawn	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD41	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD42A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD42B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD43	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD44	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD45A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD45B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD45C	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD46	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD47	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD48	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD49A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD49B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD50A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD50B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD51	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD52	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD53	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD54	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD55	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD56	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD57	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD58A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD58B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD58C	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD59A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD59B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD60	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD61	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD62A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD62B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD63	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD64	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD65	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD66	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD67	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD68	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD69	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD70	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD71	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD72	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD73A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD73B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD74	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD75	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD76	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD77	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD78	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD79	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD80	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD81	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD82	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD83A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD83B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD84	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD85	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD86	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD87	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD88A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD88B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD88C	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD89	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD90	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD91A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD91B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD92	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD93	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD94	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD95	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD96A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD96B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD97	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD98	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD99	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD100	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD101	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD102	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD103A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD103B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD104	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD105	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD105B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD107	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD108	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD109A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD109B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD110	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD111	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD111B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD112	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD113-1	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD113-2	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD113-3	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD113-4	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD113-5	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD113-6	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD113-7	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD113-8	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD113-9	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD113@	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-1	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-2	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-3	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-4	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-5	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-6	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-7	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-8	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-9	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-10	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-11	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-12	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-13	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-14	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-15	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-16	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-17	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-18	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-19	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-20	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-21	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-22	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-23	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-24	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-25	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-26	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-27	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-28	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-29	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-30	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114-31	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD114@	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-1	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-2	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-3	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-4	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-5	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-6	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-7	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-8	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-9	"ncRNAs / Small nucleolar RNAs : C/D box containing"
